figure,dataset,distribution,panel,defense,method_label,attack,malicious_ratio,malicious_ratio_percent,metric,value,value_percent,seeds_present,seeds_expected,missing_seeds
labelflip_sweep,cifar,IID,CIFAR-10 IID,krum,Krum,label_flip,0.3,30.0,asr,0.022,2.20,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,krum,Krum,label_flip,0.3,30.0,mta,0.8643,86.43,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,trimmed_mean,Trimmed Mean,label_flip,0.1,10.0,asr,0.004,0.4,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,trimmed_mean,Trimmed Mean,label_flip,0.1,10.0,mta,0.918,91.8,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,trimmed_mean,Trimmed Mean,label_flip,0.2,20.0,asr,0.008,0.8,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,trimmed_mean,Trimmed Mean,label_flip,0.2,20.0,mta,0.9086,90.86,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,trimmed_mean,Trimmed Mean,label_flip,0.3,30.0,asr,0.008,0.80,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,trimmed_mean,Trimmed Mean,label_flip,0.3,30.0,mta,0.9085,90.85,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,shieldfl,ShieldFL,label_flip,0.1,10.0,asr,0.012,1.2,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,shieldfl,ShieldFL,label_flip,0.1,10.0,mta,0.9193,91.93,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,shieldfl,ShieldFL,label_flip,0.2,20.0,asr,0.018,1.7999999999999998,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,shieldfl,ShieldFL,label_flip,0.2,20.0,mta,0.9164,91.64,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,shieldfl,ShieldFL,label_flip,0.3,30.0,asr,0.074,7.40,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,shieldfl,ShieldFL,label_flip,0.3,30.0,mta,0.9159,91.59,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pdfl,PDFL,label_flip,0.1,10.0,asr,0.01,1.0,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pdfl,PDFL,label_flip,0.1,10.0,mta,0.9233,92.33,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pdfl,PDFL,label_flip,0.2,20.0,asr,0.029,2.9000000000000004,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pdfl,PDFL,label_flip,0.2,20.0,mta,0.9171,91.71000000000001,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pdfl,PDFL,label_flip,0.3,30.0,asr,0.066,6.60,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pdfl,PDFL,label_flip,0.3,30.0,mta,0.9118,91.18,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pritrust_fl,PriTrust-FL,label_flip,0.1,10.0,asr,0.0,0.0,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pritrust_fl,PriTrust-FL,label_flip,0.1,10.0,mta,0.9161,91.61,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pritrust_fl,PriTrust-FL,label_flip,0.2,20.0,asr,0.0,0.0,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pritrust_fl,PriTrust-FL,label_flip,0.2,20.0,mta,0.9134,91.34,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pritrust_fl,PriTrust-FL,label_flip,0.3,30.0,asr,0.0,0.00,1,1,
labelflip_sweep,cifar,IID,CIFAR-10 IID,pritrust_fl,PriTrust-FL,label_flip,0.3,30.0,mta,0.9099,90.99,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,fedavg,FedAvg,label_flip,0.1,10.0,asr,0.044,4.3999999999999995,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,fedavg,FedAvg,label_flip,0.1,10.0,mta,0.8993,89.92999999999999,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,fedavg,FedAvg,label_flip,0.2,20.0,asr,0.007,0.7000000000000001,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,fedavg,FedAvg,label_flip,0.2,20.0,mta,0.8921,89.21,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,fedavg,FedAvg,label_flip,0.3,30.0,asr,0.093,9.30,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,fedavg,FedAvg,label_flip,0.3,30.0,mta,0.8949,89.49,1,1,
labelflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,label_flip,0.1,10.0,asr,0.016,1.6,1,1,
