figure,dataset,distribution,panel,defense,method_label,attack,malicious_ratio,malicious_ratio_percent,metric,value,value_percent,seeds_present,seeds_expected,missing_seeds
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,sign_flip,0.2,20.0,mta,0.5357,53.56999999999999,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,krum,Krum,sign_flip,0.3,30.0,mta,0.5775,57.75,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,sign_flip,0.0,0.0,mta,0.8984,89.84,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,sign_flip,0.1,10.0,mta,0.862,86.2,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,sign_flip,0.2,20.0,mta,0.8279,82.78999999999999,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,trimmed_mean,Trimmed Mean,sign_flip,0.3,30.0,mta,0.6059,60.589999999999996,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,sign_flip,0.0,0.0,mta,0.8803,88.03,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,sign_flip,0.1,10.0,mta,0.8306,83.06,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,sign_flip,0.2,20.0,mta,0.1,10.0,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,shieldfl,ShieldFL,sign_flip,0.3,30.0,mta,0.1,10.0,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,sign_flip,0.0,0.0,mta,0.8801,88.01,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,sign_flip,0.1,10.0,mta,0.8704,87.03999999999999,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,sign_flip,0.2,20.0,mta,0.8661,86.61,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pdfl,PDFL,sign_flip,0.3,30.0,mta,0.8126,81.26,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,sign_flip,0.0,0.0,mta,0.8605,86.05000000000001,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,sign_flip,0.1,10.0,mta,0.8618,86.18,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,sign_flip,0.2,20.0,mta,0.8648,86.48,1,1,
signflip_sweep,cifar,Non-IID,CIFAR-10 Non-IID,pritrust_fl,PriTrust-FL,sign_flip,0.3,30.0,mta,0.8514,85.14,1,1,
